result,play,increment_code,rating_adv,ECO,opening_ply,first_move,second_move,third_move,fourth_move,fifth_move,sixth_move,seventh_move,eighth_move,ninth_move,tenth_move
Normal,Blitz,180+0,-49,B40,Sicilian Defense: Delayed Alapin Variation,e4,c5,Nf3,e6,c3,a6,Be2,b5,O-O,Bb7
Normal,Classical,300+5,-49,D05,Colle System: Traditional Colle,d4,Nf6,Nf3,e6,e3,c5,Bd3,d5,c3,Nc6
Normal,Blitz,300+0,-49,B27,Sicilian Defense: Hyperaccelerated Dragon,e4,c5,Nf3,g6,c3,Bg7,d4,cxd4,cxd4,d5
Normal,Classical,300+5,-49,A49,Indian Game: Przepiorka Variation,d4,Nf6,Nf3,g6,g3,Bg7,Bg2,O-O,O-O,c6
Normal,Blitz,180+0,-49,A20,"English Opening: King's English Variation,Nimzowitsch Variation",c4,e5,Nf3,Nc6,d4,exd4,Nxd4,Nf6,Nc3,Bb4
Normal,Blitz,300+0,-49,B58,"Sicilian Defense: Classical Variation,Fianchetto Variation",e4,c5,Nf3,Nc6,d4,cxd4,Nxd4,Nf6,Nc3,d6
Normal,Blitz,180+0,-49,B45,Sicilian Defense: Four Knights Variation,e4,c5,Nf3,Nc6,d4,cxd4,Nxd4,e6,Nc3,Nf6
Normal,Blitz,300+3,-49,C68,Ruy Lopez: Exchange Variation,e4,e5,Nf3,Nc6,Bb5,a6,Bxc6,dxc6,d4,exd4
Normal,Blitz,300+0,-49,B31,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,Fianchetto Variation",e4,c5,Nf3,Nc6,Bb5,g6,Bxc6,bxc6,d3,Bg7
Normal,Blitz,180+0,-49,B33,"Sicilian Defense: Lasker-Pelikan Variation,Sveshnikov Variation,Novosibirsk Variation",e4,c5,Nf3,Nc6,d4,cxd4,Nxd4,Nf6,Nc3,e5
Normal,Classical,600+0,-49,C60,Ruy Lopez,e4,e5,Nf3,Nc6,Bb5,Qf6,Bxc6,bxc6,d3,Bc5
Time forfeit,Blitz,300+0,-49,A02,Bird Opening,f4,f5,Nf3,g6,e3,Bg7,Bd3,Nf6,O-O,O-O 
Time forfeit,Blitz,180+0,-49,B17,Caro-Kann Defense: Karpov Variation,e4,c6,d4,d5,Nc3,dxe4,Nxe4,Nd7,Bc4,e6 
Time forfeit,Classical,300+6,-49,A45,Indian Game,d4,Nf6,Bf4,d6,Nf3,g6,h3,Bg7,e3,e6
Time forfeit,Blitz,180+0,-49,A45,Trompowsky Attack: Classical Defense,d4,Nf6,Bg5,e6,Nd2,c5,e3,Nc6,c3,Be7
Time forfeit,Blitz,180+0,-49,A45,Trompowsky Attack,d4,Nf6,Bg5,Ne4,Bf4,c5,f3,Nf6,d5,d6
Time forfeit,Classical,720+0,-49,A40,Horwitz Defense,d4,e6,c4,g6,Nc3,Bg7,Nf3,Ne7,e3,b6
Time forfeit,Blitz,180+0,-49,E77,King's Indian Defense: Six Pawns Attack,e4,g6,d4,Bg7,c4,d6,Nc3,Nf6,Bd3,O-O
Time forfeit,Blitz,180+1,-49,B13,Caro-Kann Defense: Exchange Variation,e4,c6,d4,d5,exd5,cxd5,Bd3,Nc6,c3,Nf6
Time forfeit,Blitz,180+0,-49,B12,"Caro-Kann Defense: Advance Variation,Bronstein Variation",e4,c6,d4,d5,e5,Bf5,Ne2,e6,Ng3,Bg6
Time forfeit,Classical,600+0,-49,B13,Caro-Kann Defense: Exchange Variation,e4,c6,d4,d5,exd5,cxd5,Nf3,Nf6,Bd3,a6
Time forfeit,Blitz,180+0,-49,B07,Pirc Defense,e4,d6,d4,Nf6,Bd3,Nbd7,f4,e5,Nf3,Be7
Time forfeit,Classical,600+0,-49,A40,Horwitz Defense,d4,e6,e3,Nf6,a3,d5,c4,c6,b4,a5
Time forfeit,Classical,480+8,-49,A40,Queen's Pawn,d4,h5,e4,01/01/00,,,,,,
Time forfeit,Blitz,240+2,-49,B06,Modern Defense: Two Knights Variation,d4,g6,e4,Bg7,Nc3,d6,Nf3,a6,Be2,b5
Time forfeit,Blitz,180+0,-49,A00,Van Geet Opening,Nc3,d5,e4,dxe4,Nxe4,Nf6,Nxf6,exf6,d4,Bd6
Time forfeit,Blitz,180+0,-49,B01,Scandinavian Defense: Icelandic-Palme Gambit,e4,d5,exd5,Nf6,c4,e6,dxe6,Bxe6,Nc3,Qe7
Time forfeit,Blitz,120+2,-49,B01,Scandinavian Defense: Main Line,e4,d5,exd5,Qxd5,Nc3,Qa5,Nf3,c6,d4,Bg4
Time forfeit,Blitz,180+0,-49,A28,"English Opening: King's English Variation,Four Knights Variation,Quiet Line #3",c4,Nf6,Nc3,e5,e3,Nc6,Nf3,Bb4,Qc2,O-O
Time forfeit,Blitz,180+0,-49,A40,Horwitz Defense,d4,e6,Nf3,c5,dxc5,Bxc5,g3,a6,Bg2,Nc6
Time forfeit,Blitz,180+0,-49,D02,Queen's Pawn Game: Zukertort Variation,d4,d5,Nf3,c6,e3,Nf6,Bd3,Bg4,Nbd2,e6
Time forfeit,Blitz,300+0,-49,C02,"French Defense: Advance Variation,Paulsen Attack",e4,e6,Nf3,d5,e5,c5,c3,Nc6,d4,Qb6
Time forfeit,Blitz,180+0,-49,B10,Caro-Kann Defense,e4,c6,Nf3,d5,exd5,cxd5,d4,Nc6,c4,dxc4
Time forfeit,Blitz,180+0,-49,B40,Sicilian Defense: French Variation,e4,c5,Nf3,e6,g3,Nc6,Bg2,g6,d4,cxd4
Time forfeit,Blitz,180+0,-49,B32,Sicilian Defense: Kalashnikov Variation,e4,c5,Nf3,Nc6,d4,cxd4,Nxd4,e5,Nb5,d6
Time forfeit,Blitz,180+0,-49,A03,Bird Opening: Dutch Variation,f4,d5,Nf3,Nf6,e3,e6,b3,c5,Bb5,Bd7
Time forfeit,Classical,480+0,-49,B29,"Sicilian Defense: Nimzowitsch Variation,Closed Variation",e4,c5,Nf3,Nf6,Nc3,e6,Bc4,d5,exd5,exd5
Normal,Classical,900+0,-50,A40,English Defense #2,d4,b6,Nf3,d6,e4,c5,c3,Nc6,Bd3,Bd7 
Normal,Classical,900+0,-50,A08,King's Indian Attack,Nf3,Nf6,g3,d5,Bg2,c5,d4,e6,O-O,Nc6 
Normal,Classical,300+8,-50,C70,"Ruy Lopez: Morphy Defense,Caro Variation",e4,e5,Nf3,Nc6,Bb5,a6,Ba4,b5,Bb3,Bb7 
Normal,Blitz,180+0,-50,A40,Horwitz Defense,d4,e6,c4,c6,Nc3,a6,e4,b5,cxb5,cxb5 
Normal,Classical,300+5,-50,E12,Queen's Indian Defense: Petrosian Variation,d4,Nf6,c4,e6,Nf3,b6,a3,c5,d5,Ba6 
Normal,Classical,900+8,-50,B07,Pirc Defense #4,e4,d6,c4,g6,d4,Bg7,Be3,e6,Nc3,Ne7 
Normal,Classical,900+0,-50,D16,Slav Defense: Alapin Variation,d4,c6,Nf3,d5,c4,Nf6,Nc3,dxc4,a4,Nd5 
Normal,Classical,900+10,-50,B54,Sicilian Defense #2,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nc6,Nc3,a6 
Normal,Classical,480+0,-50,B32,Sicilian Defense: Kalashnikov Variation,e4,c5,Nf3,Nc6,d4,cxd4,Nxd4,e5,Nb5,d6 
Normal,Classical,300+5,-50,B13,"Caro-Kann Defense: Panov Attack,Modern Defense",e4,c6,d4,d5,exd5,cxd5,c4,Nf6,Nc3,Nc6 
Normal,Blitz,180+0,-50,A00,Anderssen Opening,a3,e6,b4,d5,Bb2,Nf6,Nh3,Be7,e3,O-O
Normal,Classical,600+0,-50,C23,Bishop's Opening,e4,e5,Bc4,Nc6,a3,Nf6,d3,Bc5,Be3,Bxe3
Normal,Blitz,300+2,-50,D00,Queen's Pawn Game: Levitsky Attack,d4,d5,Bg5,Nf6,Nd2,c6,c4,Ne4,Nxe4,dxe4
Normal,Classical,840+0,-50,B22,Sicilian Defense: Alapin Variation,e4,c5,c3,e5,Nf3,Nc6,d4,exd4,cxd4,cxd4
Normal,Blitz,180+0,-50,A58,Benko Gambit: Zaitsev System,d4,Nf6,c4,a6,Nc3,c5,d5,b5,cxb5,axb5
Normal,Classical,420+8,-50,D10,Slav Defense #2,d4,d5,c4,c6,Nc3,Nf6,cxd5,cxd5,Nf3,e6
Normal,Blitz,180+0,-50,E20,Nimzo-Indian Defense #2,d4,Nf6,c4,e6,Nc3,c5,Nf3,cxd4,Nxd4,d5
Normal,Blitz,300+0,-50,E46,Nimzo-Indian Defense: Reshevsky Variation,d4,Nf6,c4,e6,Nc3,Bb4,e3,O-O,Ne2,Re8
Normal,Blitz,300+0,-50,D53,Queen's Gambit Declined: 4.Bg5 Be7,d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,e3,h6
Normal,Classical,600+2,-50,D91,"Gruenfeld Defense: Three Knights Variation,Petrosian System",d4,Nf6,c4,g6,Nc3,d5,Nf3,Bg7,Bg5,Ne4
Normal,Blitz,240+0,-50,A00,Van't Kruijs Opening,e3,c5,c4,Nc6,b3,Nf6,Bb2,e6,d4,cxd4
Normal,Blitz,180+0,-50,A54,Old Indian Defense: Ukrainian Variation,d4,d6,c4,Nf6,Nc3,e5,d5,g6,e4,Bg7
Normal,Blitz,180+1,-50,B20,Sicilian Defense,e4,c5,d3,d5,Nc3,d4,Nce2,Nc6,g3,g6
Normal,Blitz,120+2,-50,B00,Owen Defense,e4,b6,d4,Bb7,Nc3,d6,Bd3,Nd7,f4,f6
Normal,Blitz,180+0,-50,B27,Sicilian Defense: Hyperaccelerated Pterodactyl,e4,g6,d4,Bg7,Nf3,c5,dxc5,Nc6,c3,Nf6
Normal,Blitz,180+0,-50,B21,Sicilian Defense: Smith-Morra Gambit,e4,c5,d4,cxd4,c3,dxc3,Nxc3,d6,Bc4,e6
Normal,Blitz,300+0,-50,B18,Caro-Kann Defense: Classical Variation,e4,c6,d4,d5,Nc3,dxe4,Nxe4,Bf5,Ng3,Bg6
Normal,Blitz,300+0,-50,B19,"Caro-Kann Defense: Classical,Spassky Variation",e4,c6,d4,d5,Nc3,dxe4,Nxe4,Bf5,Ng3,Bg6
Normal,Blitz,180+0,-50,B12,Caro-Kann Defense,e4,c6,d4,d6,Nf3,Bg4,Bc4,e6,Nc3,d5
Normal,Blitz,180+0,-50,A04,Zukertort Opening: Pirc Invitation,Nf3,d6,d4,f5,e3,Nf6,Bd3,g6,c4,Bg7
Normal,Blitz,180+0,-50,B08,Pirc Defense: Classical Variation,e4,d6,d4,Nf6,Nc3,g6,Nf3,Bg7,Be3,a6
Normal,Blitz,180+0,-50,B07,"Lion Defense: Anti-Philidor,Lion's Cave",Nc3,Nf6,e4,d6,d4,Nbd7,f4,e5,Nf3,Qe7
Normal,Blitz,300+4,-50,B06,Modern Defense: Standard Defense,d4,d6,e4,g6,Nc3,Bg7,Bg5,h6,Be3,Nc6
Normal,Classical,600+0,-50,B03,Alekhine Defense: Four Pawns Attack,e4,Nf6,e5,Nd5,c4,Nb6,d4,d6,f4,dxe5
Normal,Blitz,180+0,-50,B01,Scandinavian Defense: Mieses-Kotroc Variation,e4,d5,exd5,Qxd5,Nf3,Bg4,Be2,Nc6,O-O,O-O-O
Normal,Blitz,180+0,-50,B06,Modern Defense,e4,g6,f4,Bg7,Nf3,d6,d4,a6,Nc3,b5
Normal,Blitz,180+0,-50,C37,"King's Gambit Accepted,Blachly Gambit",e4,e5,f4,exf4,Nf3,Nc6,Bc4,g5,h4,g4
Normal,Blitz,180+0,-50,C38,"King's Gambit Accepted,Hanstein Gambit",e4,e5,f4,exf4,Nf3,g5,Bc4,Bg7,O-O,g4
Normal,Blitz,180+0,-50,A07,King's Indian Attack,Nf3,d5,g3,c6,c4,Nf6,Bg2,Bg4,Ne5,Bf5
Normal,Blitz,180+1,-50,E00,Amar Opening,Nh3,c6,g3,d5,Bg2,e5,d3,Nf6,Nd2,Be6
Normal,Blitz,180+2,-50,A05,King's Indian Attack: Wahls Defense,Nf3,Nf6,g3,g6,Bg2,Bg7,O-O,O-O,d3,d5
Normal,Blitz,180+0,-50,A25,"English Opening: King's English Variation,Taimanov Variation",c4,e5,g3,Nc6,Bg2,g6,Nc3,Bg7,e4,d6
Normal,Blitz,180+0,-50,B23,Sicilian Defense: Closed Variation,e4,c5,Nc3,a6,f4,e6,Nf3,b6,d4,Bb7
Normal,Blitz,180+0,-50,B23,Sicilian Defense: Closed Variation,e4,c5,Nc3,d6,f4,Nc6,Nf3,g6,Bb5,Bd7
Normal,Blitz,180+0,-50,A40,Horwitz Defense,d4,e6,Nc3,d6,e4,c6,a3,Be7,f3,Bf8
Normal,Blitz,180+0,-50,C25,Vienna Game: Vienna Gambit,e4,Nc6,Nc3,e5,f4,d6,Nf3,Be7,Bc4,Nf6
Normal,Classical,600+0,-50,D01,Queen's Pawn Game: Chigorin Variation,d4,d5,Nc3,Nf6,Bf4,Bf5,Nf3,c6,Nh4,Bg6
Normal,Blitz,300+0,-50,B78,"Sicilian Defense: Dragon Variation,Yugoslav Attack,Old Line",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,g6
Normal,Blitz,300+3,-50,B95,Sicilian Defense: Najdorf Variation,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6
Normal,Classical,480+0,-50,B97,"Sicilian Defense: Najdorf Variation,Poisoned Pawn Variation",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6
Normal,Blitz,180+0,-50,B40,Sicilian Defense: Kramnik Variation,e4,c5,Nf3,e6,c4,Nc6,Nc3,Nf6,e5,Ng4
Normal,Blitz,180+0,-50,A89,"Dutch Defense: Leningrad Variation,Matulovic Variation",c4,d6,Nf3,f5,Nc3,Nf6,d4,g6,g3,Bg7
Normal,Classical,720+0,-50,C40,Latvian Gambit Accepted,e4,e5,Nf3,f5,exf5,e4,Nd4,Nf6,Nc3,c5
Normal,Classical,300+5,-50,C55,Italian Game: Anti-Fried Liver Defense,e4,e5,Nf3,Nc6,Bc4,h6,O-O,Bc5,c3,Nf6
Normal,Classical,300+5,-50,C51,Italian Game: Evans Gambit Declined,e4,e5,Nf3,Nc6,Bc4,Bc5,b4,Bb6,O-O,d6
Normal,Classical,600+0,-50,C66,"Ruy Lopez: Berlin Defense,Improved Steinitz Defense",e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,d6,Bxc6,bxc6
Normal,Blitz,300+0,-50,C42,Russian Game: Cochrane Gambit,e4,e5,Nf3,Nf6,Nxe5,d6,Nxf7,Kxf7,Nc3,Qe8
Normal,Classical,600+0,-50,D02,Queen's Pawn Game: London System,d4,d5,Nf3,Nf6,Bf4,Bf5,e3,e6,Bd3,Bd6
Time forfeit,Blitz,180+0,-50,A31,"English Opening: Symmetrical Variation,Anti-Benoni Variation",d4,Nf6,c4,c5,Nf3,g6,e3,Bg7,Nc3,Qa5
Time forfeit,Blitz,180+1,-50,E76,King's Indian Defense: Four Pawns Attack,d4,Nf6,c4,g6,Nc3,d6,e4,Bg7,f4,O-O
Time forfeit,Blitz,300+0,-50,C02,"French Defense: Advance Variation,Euwe Variation",e4,e6,d4,d5,e5,c5,c3,Nc6,Nf3,Bd7
Time forfeit,Blitz,180+0,-50,C21,Danish Gambit,e4,e5,d4,exd4,c3,Qe7,Nf3,Qxe4,Be2,d3
Time forfeit,Blitz,180+0,-50,A44,Old Benoni Defense,d4,c5,d5,e5,dxe6,fxe6,e4,d5,exd5,exd5
Time forfeit,Blitz,180+0,-50,B01,Scandinavian Defense: Modern Variation #2,e4,d5,exd5,Nf6,Nc3,Nxd5,Nxd5,Qxd5,Nf3,Bg4
Time forfeit,Blitz,180+0,-50,B01,Scandinavian Defense: Main Line,e4,d5,exd5,Qxd5,Nc3,Qa5,Nf3,c6,b4,Qc7
Time forfeit,Classical,480+0,-50,B01,Scandinavian Defense,e4,d5,Nc3,d4,Nce2,e5,Ng3,Nf6,Bc4,Bd6
Time forfeit,Blitz,180+0,-50,D01,"Queen's Pawn Game: Veresov Attack,Boyce Defense",d4,Nf6,Nc3,d5,Bg5,Ne4,Nxe4,dxe4,c3,h6
Time forfeit,Blitz,180+0,-50,B26,Sicilian Defense: Closed Variation,e4,c5,Nc3,g6,g3,Bg7,Bg2,d6,d3,Nc6
Time forfeit,Classical,900+0,-50,A45,Indian Game,d4,Nf6,Nc3,g6,e4,Bg7,Be3,O-O,h4,d6
Time forfeit,Classical,600+0,-50,B94,Sicilian Defense: Najdorf Variation,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6
Time forfeit,Blitz,300+3,-50,E19,"Queen's Indian Defense: Classical Variation,Traditional Variation,Main Line",d4,Nf6,Nf3,e6,c4,b6,g3,Bb7,Bg2,Be7
Time forfeit,Blitz,180+2,-50,B08,Pirc Defense: Classical Variation,d4,Nf6,Nf3,g6,Nc3,Bg7,e4,d6,Be3,O-O
Time forfeit,Classical,600+0,-50,A48,London System,d4,Nf6,Nf3,g6,Bf4,d5,a3,Bg7,e3,O-O
Time forfeit,Blitz,180+0,-50,A46,Torre Attack #2,d4,Nf6,Nf3,Nc6,c4,e6,Bg5,Be7,Bxf6,Bxf6
Time forfeit,Blitz,300+0,-50,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,e4,c5,Nf3,Nc6,Bb5,Nf6,e5,Ng4,Bxc6,dxc6
Time forfeit,Blitz,180+0,-50,B07,Pirc Defense #4,e4,d6,Nf3,Nf6,Nc3,e5,d4,exd4,Nxd4,Be7
Normal,Classical,900+10,-51,D06,Queen's Gambit Refused: Marshall Defense,d4,Nf6,c4,d5,cxd5,Nxd5,e4,Nb4,Bc4,Qxd4 
Normal,Blitz,180+0,-51,A45,Canard Opening,d4,Nf6,f4,d5,e3,Bf5,Nf3,e6,Bd3,Nbd7 
Normal,Blitz,180+1,-51,D02,Queen's Pawn Game: Symmetrical Variation,Nf3,d5,d4,Nf6,c3,Bg4,g3,Nc6,Qb3,Qc8 
Normal,Blitz,180+0,-51,B01,Scandinavian Defense: Main Line,e4,d5,exd5,Qxd5,Nc3,Qa5,d4,c6,Bc4,Nf6 
Normal,Classical,600+0,-51,A07,King's Indian Attack: Keres Variation #2,Nf3,d5,g3,Bg4,Bg2,c5,h3,Bxf3,Bxf3,Nc6 
Normal,Blitz,180+0,-51,C42,Russian Game: Cochrane Gambit,e4,e5,Nf3,Nf6,Nxe5,d6,Nxf7,Kxf7,d4,c5 
Normal,Blitz,180+1,-51,A43,Benoni Defense: Benoni Gambit Accepted,d4,c5,dxc5,e5,Be3,Na6,Nc3,Bxc5,Bxc5,Nxc5 
Normal,Blitz,300+0,-51,B23,Sicilian Defense: Closed,e4,c5,Nc3,e6,f4,a6,Nf3,d5,exd5,exd5 
Normal,Classical,900+0,-51,C55,"Italian Game: Two Knights Defense,Modern Bishop's Opening",e4,e5,Nf3,Nc6,Bc4,Nf6,d3,Be7,Nc3,O-O 
Normal,Blitz,300+0,-51,B07,Pirc Defense,e4,d6,d4,Nf6,Bd3,e5,d5,g6,c4,Bg7 
Normal,Blitz,180+0,-51,B17,"Caro-Kann Defense: Karpov Variation,Modern Variation,Kasparov Attack",e4,c6,d4,d5,Nc3,dxe4,Nxe4,Nd7,Nf3,Ngf6 
Normal,Blitz,180+0,-51,A00,"Grob Opening: Spike,Hurst Attack",g4,d5,Bg2,e5,c4,dxc4,Qa4,c6,Qxc4,Be6 
Normal,Blitz,180+0,-51,A06,Nimzowitsch-Larsen Attack,Nf3,d5,b3,c6,Bb2,Bf5,e3,e6,Be2,Nf6
Normal,Blitz,300+0,-51,A00,Van't Kruijs Opening,e3,c5,b3,d5,Bb2,Nf6,f4,Nc6,Nf3,Bg4
Normal,Blitz,180+0,-51,A45,Indian Game,d4,Nf6,Bf4,g6,e3,Bg7,h3,O-O,Nf3,b6
Normal,Blitz,300+0,-51,A00,Grob Opening: Keene Defense,g4,d5,Bg2,c6,h3,e5,d4,exd4,Qxd4,Qf6
Normal,Blitz,300+0,-51,A00,Hungarian Opening,g3,e5,Bg2,d5,c3,Nf6,d4,e4,Bg5,Bg4
Normal,Blitz,180+2,-51,D10,Slav Defense #2,d4,d5,c4,c6,Nc3,Nf6,Bg5,dxc4,Bxf6,exf6
Normal,Blitz,180+0,-51,D10,Slav Defense,d4,d5,c4,c6,e3,Nf6,a3,Bf5,Nc3,e6
Normal,Blitz,300+0,-51,D43,Semi-Slav Defense,d4,d5,c4,c6,Nc3,e6,Nf3,Nf6,Qc2,dxc4
Normal,Blitz,180+0,-51,D35,Queen's Gambit Declined: Harrwitz Attack,d4,e6,c4,d5,Nc3,Nf6,Bf4,c6,e3,Be7
Normal,Blitz,180+2,-51,E16,Queen's Indian Defense: Capablanca Variation,d4,Nf6,c4,e6,Nf3,b6,g3,Bb7,Bg2,Bb4+
Normal,Classical,300+5,-51,D35,Queen's Gambit Declined: Exchange Variation,d4,d5,c4,e6,Nc3,Nf6,cxd5,Nxd5,e4,Nxc3
Normal,Classical,900+3,-51,D43,Semi-Slav Defense,d4,Nf6,c4,e6,Nf3,d5,Nc3,c6,Bg5,Be7
Normal,Blitz,180+0,-51,B00,Owen Defense,e4,b6,d4,Bb7,Nc3,Nf6,Bd3,e6,Nge2,Be7
Normal,Blitz,180+0,-51,B06,Modern Defense: Pseudo-Austrian Attack,e4,g6,d4,Bg7,Nc3,d6,f4,Nc6,d5,Nd4
Normal,Blitz,300+0,-51,C02,"French Defense: Advance Variation,Milner-Barry Gambit",e4,e6,d4,d5,e5,c5,c3,Nc6,Nf3,Qb6
Normal,Blitz,300+3,-51,B12,Caro-Kann Defense: Maroczy Variation,e4,c6,d4,d5,f3,dxe4,fxe4,e5,Nf3,Bg4
Normal,Blitz,180+0,-51,B13,Caro-Kann Defense: Exchange Variation,e4,c6,d4,d5,exd5,cxd5,Nc3,Nf6,Nf3,e6
Normal,Classical,600+0,-51,C11,French Defense: Steinitz Variation #2,e4,e6,d4,d5,Nc3,Nf6,e5,Nfd7,f4,c5
Normal,Blitz,180+0,-51,C21,Danish Gambit,e4,e5,d4,exd4,c3,Nc6,cxd4,d5,e5,Nge7
Normal,Blitz,300+3,-51,B08,"Pirc Defense: Classical Variation,Quiet System,Czech Defense",e4,d6,d4,Nf6,Nc3,g6,Nf3,Bg7,Be2,O-O
Normal,Classical,300+10,-51,A03,Bird Opening: Dutch Variation,f4,d5,e3,g6,Nf3,Bg7,d4,Bf5,c4,Nd7
Normal,Classical,600+0,-51,B01,Scandinavian Defense,e4,d5,e5,c5,c3,Nc6,d4,cxd4,cxd4,a6
Normal,Blitz,180+0,-51,B01,Scandinavian Defense: Main Line,e4,d5,exd5,Qxd5,Nc3,Qa5,Nf3,Nf6,Bc4,c6
Normal,Blitz,180+0,-51,B01,Scandinavian Defense: Gubinsky-Melts Defense,e4,d5,exd5,Qxd5,Nc3,Qd6,g3,Nf6,Bg2,c6
Normal,Blitz,180+2,-51,C30,"King's Gambit Declined: Classical,Soldatenkov Variation",e4,e5,f4,Bc5,Nf3,d6,fxe5,dxe5,c3,Bg4
Normal,Classical,600+0,-51,C34,"King's Gambit Accepted,King's Knight Gambit",e4,e5,f4,exf4,Nf3,g6,Bc4,d6,O-O,Bh6
Normal,Blitz,180+2,-51,B07,Rat Defense: Harmonist,e4,d6,f4,g6,Nf3,Bg7,c3,Nf6,d3,c5
Normal,Classical,1200+0,-51,B21,Sicilian Defense: McDonnell Attack,e4,c5,f4,Nc6,Nf3,e6,Bb5,d5,exd5,exd5
Normal,Blitz,300+0,-51,A08,King's Indian Attack,Nf3,Nf6,g3,d5,Bg2,Bf5,O-O,e6,Re1,Bd6
Normal,Blitz,300+0,-51,A30,English Opening: Symmetrical Variation,c4,c5,g3,Nf6,Bg2,g6,Nc3,Bg7,e4,Nc6
Normal,Classical,300+8,-51,A00,Mieses Opening,d3,d5,Nc3,c5,e4,d4,Nce2,e5,f4,Nc6
Normal,Classical,300+5,-51,E20,Nimzo-Indian Defense #2,c4,Nf6,Nc3,e6,d4,Nc6,Nf3,Bb4,a3,Bxc3+
Normal,Blitz,180+0,-51,A16,"English Opening: Anglo-Indian Defense,Queen's Knight Variation",c4,Nf6,Nc3,g6,g3,Bg7,Bg2,O-O,Nf3,d6
Normal,Blitz,180+0,-51,B23,Sicilian Defense: Grand Prix Attack,e4,c5,Nc3,Nc6,f4,a6,a4,e6,Nf3,Nf6
Normal,Blitz,180+2,-51,C47,Four Knights Game: Scotch Variation Accepted,e4,e5,Nc3,Nc6,Nf3,Nf6,d4,exd4,Nxd4,Bb4
Normal,Blitz,180+0,-51,C00,French Defense: Knight Variation,e4,e6,Nf3,d5,exd5,exd5,d4,c6,Bd3,Bd6
Normal,Blitz,180+0,-51,B10,Caro-Kann Defense,e4,c6,Nf3,d5,exd5,c5,d4,Qxd5,Nc3,Qd8
Normal,Classical,600+0,-51,C00,French Defense: Knight Variation,e4,e6,Nf3,d5,exd5,Qxd5,Nc3,Qd8,Bb5,Bd7
Normal,Classical,600+0,-51,C00,French Defense: Knight Variation,e4,e6,Nf3,d5,exd5,exd5,d4,Bd6,Be2,Nf6
Normal,Blitz,180+0,-51,B56,Sicilian Defense: Classical Variation,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,Nc6
Normal,Blitz,300+3,-51,B54,Sicilian Defense #2,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nc6,Nc3,e6
Normal,Blitz,180+0,-51,B50,Sicilian Defense,e4,c5,Nf3,d6,d3,g6,h3,Bg7,g4,Nc6
Normal,Blitz,180+0,-51,C41,Philidor Defense,e4,e5,Nf3,d6,d4,f6,Bc4,Bg4,h3,Bd7
Normal,Blitz,300+0,-51,B50,Sicilian Defense: Delayed Alapin,e4,c5,Nf3,d6,c3,e5,Bb5,Bd7,Bxd7,Qxd7
Normal,Blitz,180+0,-51,A06,Zukertort Opening: Tennison Gambit,e4,d5,Nf3,dxe4,Ng5,Nf6,Nc3,Bf5,Qe2,Qd4
Normal,Classical,600+0,-51,A46,Indian Game: London System,d4,Nf6,Nf3,e6,Bf4,d6,e3,Bd7,Nbd2,Be7
Normal,Blitz,180+0,-51,B00,"Nimzowitsch Defense: Lean Variation,Colorado Counter Accepted",e4,Nc6,Nf3,f5,exf5,d5,Bb5,a6,Bxc6,bxc6
Normal,Blitz,180+0,-51,C80,"Ruy Lopez: Open Variations,Open Variation",e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,O-O,Nxe4
Normal,Blitz,180+0,-51,C64,Ruy Lopez: Classical Variation,e4,e5,Nf3,Nc6,Bb5,Bc5,Nxe5,Nxe5,d4,Bxd4
Normal,Blitz,180+0,-51,B60,Sicilian Defense: Richter-Rauzer Variation,Nc3,c5,Nf3,Nc6,d4,cxd4,Nxd4,d6,e4,Nf6
Normal,Blitz,180+2,-51,C78,Ruy Lopez: Morphy Defense,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,O-O,b5
Normal,Blitz,300+0,-51,E91,King's Indian Defense: Orthodox Variation,d4,d6,Nf3,Nf6,c4,g6,Nc3,Bg7,e4,O-O
Time forfeit,Blitz,300+0,-51,A22,English Opening: Carls-Bremen System,c4,Nf6,Nc3,e5,g3,Nc6,Bg2,Bb4,Nf3,O-O 
Time forfeit,Blitz,300+0,-51,C00,"French Defense: Horwitz Attack,Papa-Ticulat Gambit",e4,e6,b3,d5,Bb2,dxe4,Nc3,f5,Qe2,Nf6
Time forfeit,Blitz,180+2,-51,D44,Semi-Slav Defense: Anti-Moscow Gambit,d4,d5,c4,c6,Nf3,Nf6,Nc3,e6,Bg5,h6
Time forfeit,Classical,600+0,-51,D16,Slav Defense: Alapin Variation,d4,d5,c4,c6,Nf3,Nf6,Nc3,dxc4,a4,Nd5
